Datum,Wettkampf,Gerät,Mannschaft,Turner,D-Note,Endwert,Score
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Kramer, Julius","2,4","10,15",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,KTV Hohenlohe,"Schmidt, Philipp","2,6","10,30",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Kramer, Julius","2,6","10,40",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,KTV Hohenlohe,"Müller, Mario","2,4","10,45",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Roth, Tobias","2,5","10,55",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,KTV Hohenlohe,"Philippiak, Ron","3,1","9,55",4
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Bertsch, Julian","2,4","8,45",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,KTV Hohenlohe,"Bortt, Silas","2,5","10,50",0
28.10.2023,KTV Hohenlohe - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Weiss, Sverre","3,0","10,60",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,KTV Hohenlohe,"Schmidt, Micha Joel","3,5","11,35",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Mittmann, Moritz","3,3","11,60",1
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,KTV Hohenlohe,"Albrecht, Jonas","3,4","11,00",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Ruf, Elias","3,8","10,40",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,KTV Hohenlohe,"Philippiak, Ron","3,5","11,20",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"von Kirn, Julian","4,4","12,70",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,KTV Hohenlohe,"Bickel, David","5,4","14,05",5
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","10,90",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,KTV Hohenlohe,"Bortt, Silas","2,6","10,35",2
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Kimmerle, Felix","2,7","10,00",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,KTV Hohenlohe,"Pfleger, Julian","2,7","9,45",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Ruf, Elias","2,7","10,95",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,KTV Hohenlohe,"Fraisl, Mateo","4,2","12,35",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Schober, Pascal","4,2","11,05",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,KTV Hohenlohe,"Bogdahn, Michael","2,3","5,40",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Mittmann, Moritz","4,2","10,65",5
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,KTV Hohenlohe,"Philippiak, Ron","2,6","8,85",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Steinhauser, Nico","3,5","10,70",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,KTV Hohenlohe,"Fraisl, Mateo","3,9","12,60",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Teiber, Jakob","3,5","11,75",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,KTV Hohenlohe,"Bogdahn, Michael","2,6","10,45",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","11,70",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,KTV Hohenlohe,"Gerlach, Johannes","3,1","10,70",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Ruf, Elias","3,9","11,50",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,KTV Hohenlohe,"Schmidt, Micha Joel","3,2","12,10",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,85",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,KTV Hohenlohe,"Albrecht, Jonas","4,0","13,10",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Ruf, Elias","3,2","12,00",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,KTV Hohenlohe,"Fraisl, Mateo","4,8","13,60",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Kimmerle, Felix","3,2","12,00",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,KTV Hohenlohe,"Bortt, Silas","3,2","11,80",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"von Kirn, Julian","3,2","10,85",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,KTV Hohenlohe,"Bickel, David","3,8","11,95",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Mittmann, Moritz","3,5","11,85",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,KTV Hohenlohe,"Bortt, Silas","2,5","11,40",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Kimmerle, Felix","3,2","10,65",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,KTV Hohenlohe,"Philippiak, Ron","2,8","7,00",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Schober, Pascal","3,8","12,35",5
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,KTV Hohenlohe,"Bogdahn, Michael","2,5","10,90",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","11,85",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,KTV Hohenlohe,"Schmidt, Micha Joel","2,5","10,55",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Ruf, Elias","3,0","11,15",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,KTV Hohenlohe,"Philippiak, Ron","3,0","9,55",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Drechsel, Manuel","3,1","10,65",4
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,KTV Hohenlohe,"Bortt, Silas","2,5","10,35",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Kimmerle, Felix","2,7","10,35",0
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,KTV Hohenlohe,"Jauck, Joel","3,3","11,30",3
23.09.2023,KTV Hohenlohe - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Müller, Hannes","2,6","10,40",0
14.10.2023,KTV Hohenlohe - USC München,Boden,KTV Hohenlohe,"Bortt, Silas","3,4","10,80",0
14.10.2023,KTV Hohenlohe - USC München,Boden,USC München,"Seipl, Paul","3,3","11,00",1
14.10.2023,KTV Hohenlohe - USC München,Boden,KTV Hohenlohe,"Schmidt, Micha Joel","3,7","10,95",0
14.10.2023,KTV Hohenlohe - USC München,Boden,USC München,"Huber, Paul","3,3","11,05",0
14.10.2023,KTV Hohenlohe - USC München,Boden,KTV Hohenlohe,"Albrecht, Jonas","3,8","11,55",0
14.10.2023,KTV Hohenlohe - USC München,Boden,USC München,"Trattnig, Stephan","3,5","11,80",1
14.10.2023,KTV Hohenlohe - USC München,Boden,KTV Hohenlohe,"Philippiak, Ron","3,5","11,80",0
14.10.2023,KTV Hohenlohe - USC München,Boden,USC München,"Röhr, Alessio","3,4","12,10",2
14.10.2023,KTV Hohenlohe - USC München,Pferd,KTV Hohenlohe,"Bortt, Silas","2,6","9,50",0
14.10.2023,KTV Hohenlohe - USC München,Pferd,USC München,"Seipl, Paul","2,8","10,60",4
14.10.2023,KTV Hohenlohe - USC München,Pferd,KTV Hohenlohe,"Albrecht, Jonas","2,8","8,20",0
14.10.2023,KTV Hohenlohe - USC München,Pferd,USC München,"Huber, Paul","2,4","9,20",3
14.10.2023,KTV Hohenlohe - USC München,Pferd,KTV Hohenlohe,"Bogdahn, Michael","2,4","8,90",0
14.10.2023,KTV Hohenlohe - USC München,Pferd,USC München,"Trattnig, Stephan","2,5","10,50",4
14.10.2023,KTV Hohenlohe - USC München,Pferd,KTV Hohenlohe,"Pfleger, Julian","2,5","7,80",4
14.10.2023,KTV Hohenlohe - USC München,Pferd,USC München,"Pfinder, Moritz","2,8","6,30",0
14.10.2023,KTV Hohenlohe - USC München,Ringe,KTV Hohenlohe,"Müller, Mario","3,0","9,65",0
14.10.2023,KTV Hohenlohe - USC München,Ringe,USC München,"Huber, David","2,4","10,60",3
14.10.2023,KTV Hohenlohe - USC München,Ringe,KTV Hohenlohe,"Philippiak, Ron","2,6","10,60",3
14.10.2023,KTV Hohenlohe - USC München,Ringe,USC München,"Seipl, Paul","2,4","10,00",0
14.10.2023,KTV Hohenlohe - USC München,Ringe,KTV Hohenlohe,"Bogdahn, Michael","2,6","10,25",0
14.10.2023,KTV Hohenlohe - USC München,Ringe,USC München,"Peindl, Severin","2,5","11,20",3
14.10.2023,KTV Hohenlohe - USC München,Ringe,KTV Hohenlohe,"Bortt, Silas","2,9","9,70",0
14.10.2023,KTV Hohenlohe - USC München,Ringe,USC München,"Huber, Paul","2,9","11,10",4
14.10.2023,KTV Hohenlohe - USC München,Sprung,KTV Hohenlohe,"Bortt, Jan-Moritz","3,2","12,00",0
14.10.2023,KTV Hohenlohe - USC München,Sprung,USC München,"Röhr, Alessio","4,0","12,30",2
14.10.2023,KTV Hohenlohe - USC München,Sprung,KTV Hohenlohe,"Schmidt, Micha Joel","3,2","12,30",4
14.10.2023,KTV Hohenlohe - USC München,Sprung,USC München,"Huber, Paul","2,8","10,95",0
14.10.2023,KTV Hohenlohe - USC München,Sprung,KTV Hohenlohe,"Bortt, Silas","3,2","11,85",1
14.10.2023,KTV Hohenlohe - USC München,Sprung,USC München,"Trattnig, Stephan","4,0","11,70",0
14.10.2023,KTV Hohenlohe - USC München,Sprung,KTV Hohenlohe,"Albrecht, Jonas","4,0","12,75",3
14.10.2023,KTV Hohenlohe - USC München,Sprung,USC München,"Albert, Felix","3,2","11,75",0
14.10.2023,KTV Hohenlohe - USC München,Barren,KTV Hohenlohe,"Bogdahn, Michael","2,5","11,00",0
14.10.2023,KTV Hohenlohe - USC München,Barren,USC München,"Huber, David","2,5","11,25",1
14.10.2023,KTV Hohenlohe - USC München,Barren,KTV Hohenlohe,"Bortt, Silas","2,5","11,20",2
14.10.2023,KTV Hohenlohe - USC München,Barren,USC München,"Huber, Paul","2,5","10,85",0
14.10.2023,KTV Hohenlohe - USC München,Barren,KTV Hohenlohe,"Philippiak, Ron","2,9","11,30",0
14.10.2023,KTV Hohenlohe - USC München,Barren,USC München,"Trattnig, Stephan","2,5","11,55",1
14.10.2023,KTV Hohenlohe - USC München,Barren,KTV Hohenlohe,"Schmidt, Philipp","2,4","11,35",0
14.10.2023,KTV Hohenlohe - USC München,Barren,USC München,"Albert, Felix","2,4","11,35",0
14.10.2023,KTV Hohenlohe - USC München,Reck,KTV Hohenlohe,"Schmidt, Micha Joel","2,6","10,25",1
14.10.2023,KTV Hohenlohe - USC München,Reck,USC München,"Huber, David","2,4","10,00",0
14.10.2023,KTV Hohenlohe - USC München,Reck,KTV Hohenlohe,"Philippiak, Ron","3,1","9,40",0
14.10.2023,KTV Hohenlohe - USC München,Reck,USC München,"Albert, Felix","2,4","10,60",4
14.10.2023,KTV Hohenlohe - USC München,Reck,KTV Hohenlohe,"Müller, Mario","2,4","10,75",5
14.10.2023,KTV Hohenlohe - USC München,Reck,USC München,"Pfinder, Moritz","3,0","6,75",0
14.10.2023,KTV Hohenlohe - USC München,Reck,KTV Hohenlohe,"Bortt, Silas","2,5","11,00",1
14.10.2023,KTV Hohenlohe - USC München,Reck,USC München,"Trattnig, Stephan","2,4","10,85",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,TG Allgäu,"Krapp, Kilian","4,4","11,65",2
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Weiss, Sverre","3,9","11,20",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,TG Allgäu,"Kovacs, Marton","5,1","12,40",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Kramer, Julius","3,8","11,15",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,TG Allgäu,"Urbin, Michael","3,9","12,05",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Steele, Adam","5,0","13,40",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,TG Allgäu,"Eberle, Stephan","3,9","10,85",3
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Boden,Grötzingen-Karlsruhe,"Brücher, Björn","3,1","10,25",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,TG Allgäu,"Eisenring, Linus","4,0","11,95",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Steele, Adam","5,3","13,15",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,TG Allgäu,"Krapp, Kilian","2,7","8,30",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Brücher, Björn","2,6","10,10",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,TG Allgäu,"Kovacs, Marton","5,2","11,40",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Rudat, Jens","2,8","9,75",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,TG Allgäu,"Eberle, Stephan","3,7","11,15",5
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Pferd,Grötzingen-Karlsruhe,"Parkin, Nikolai","2,6","9,10",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,TG Allgäu,"Schreiber, Florian","3,8","10,90",2
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Brücher, Björn","2,9","10,40",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,TG Allgäu,"Eberle, Maximilian","3,3","11,05",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Huber, Leo","3,2","9,40",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,TG Allgäu,"Krapp, Kilian","3,5","11,00",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Steele, Adam","3,6","11,95",3
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,TG Allgäu,"Eisenring, Linus","3,5","11,80",5
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Ringe,Grötzingen-Karlsruhe,"Weiss, Sverre","2,3","8,50",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,TG Allgäu,"Urbin, Michael","2,8","11,25",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Eder, Neyén Eitan","3,2","12,15",3
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,TG Allgäu,"Eberle, Stephan","4,0","12,35",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Kramer, Julius","3,2","12,40",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,TG Allgäu,"Krapp, Kilian","4,4","12,90",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Steele, Adam","5,2","14,00",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,TG Allgäu,"Kovacs, Marton","4,0","12,90",4
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Sprung,Grötzingen-Karlsruhe,"Schneider, Sebastian","3,2","11,40",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,TG Allgäu,"Eberle, Stephan","3,2","11,90",2
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Huber, Leo","3,0","11,40",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,TG Allgäu,"Kovacs, Marton","4,3","12,65",5
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Kramer, Julius","2,4","10,55",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,TG Allgäu,"Urbin, Stephan","3,5","11,70",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Steele, Adam","5,2","11,85",1
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,TG Allgäu,"Krapp, Kilian","3,2","11,50",5
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Brücher, Björn","2,4","9,40",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,TG Allgäu,"Gottwald, Julian","3,2","11,40",3
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Kramer, Julius","2,6","10,50",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,TG Allgäu,"Eisenring, Linus","2,8","11,05",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Steele, Adam","4,5","13,30",5
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,TG Allgäu,"Urbin, Michael","3,5","11,10",3
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Weiss, Sverre","3,2","10,10",0
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,TG Allgäu,"Krapp, Kilian","3,9","10,40",3
14.10.2023,TG Allgäu - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Brücher, Björn","2,5","9,50",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,TG Allgäu,"Urbin, Michael","3,9","11,80",3
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,KTV Hohenlohe,"Philippiak, Ron","3,5","10,90",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,TG Allgäu,"Eberle, Stephan","3,9","11,10",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,KTV Hohenlohe,"Bickel, David","5,4","13,45",5
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,TG Allgäu,"Zurlini, Umberto","5,8","13,75",5
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,KTV Hohenlohe,"Schmidt, Micha Joel","3,7","10,10",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,TG Allgäu,"Krapp, Kilian","4,8","11,90",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Boden,KTV Hohenlohe,"Albrecht, Jonas","3,8","11,95",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,TG Allgäu,"Eisenring, Linus","3,7","9,25",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Bortt, Silas","2,7","10,05",3
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,TG Allgäu,"Zurlini, Umberto","5,1","10,75",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Pfleger, Julian","2,6","9,35",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,TG Allgäu,"Urbin, Stephan","2,5","8,15",5
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Hofmann, Benjamin","2,5","4,90",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,TG Allgäu,"Eberle, Maximilian","2,6","9,10",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Bickel, David","3,6","7,50",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,TG Allgäu,"Eisenring, Linus","3,5","11,60",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Bogdahn, Michael","2,6","9,65",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,TG Allgäu,"Viehmann, Bastian","3,5","10,65",10
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Jauck, Joel","3,3","4,25",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,TG Allgäu,"Schreiber, Florian","3,9","10,50",3
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Philippiak, Ron","2,6","9,95",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,TG Allgäu,"Eberle, Maximilian","3,3","10,50",2
30.09.2023,TG Allgäu - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Gerlach, Johannes","3,1","10,10",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,TG Allgäu,"Eisenring, Linus","2,2","9,10",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Schmidt, Micha Joel","3,2","11,95",5
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,TG Allgäu,"Eberle, Stephan","4,0","12,40",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Jauck, Joel","4,0","11,05",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,TG Allgäu,"Zurlini, Umberto","4,8","13,00",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Bortt, Silas","3,2","11,65",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,TG Allgäu,"Krapp, Kilian","4,4","13,00",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Albrecht, Jonas","4,0","11,70",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,TG Allgäu,"Eberle, Stephan","3,1","10,95",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bickel, David","3,8","9,75",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,TG Allgäu,"Urbin, Stephan","3,5","10,25",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bortt, Silas","2,5","11,30",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,TG Allgäu,"Zurlini, Umberto","3,9","8,05",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,KTV Hohenlohe,"Philippiak, Ron","2,9","11,15",5
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,TG Allgäu,"Krapp, Kilian","3,2","9,55",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bogdahn, Michael","2,5","10,80",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,TG Allgäu,"Gottwald, Julian","3,2","11,05",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,KTV Hohenlohe,"Schmidt, Micha Joel","2,5","9,25",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,TG Allgäu,"Viehmann, Bastian","2,6","8,95",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,KTV Hohenlohe,"Philippiak, Ron","3,1","9,45",2
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,TG Allgäu,"Urbin, Michael","3,6","11,75",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,KTV Hohenlohe,"Jauck, Joel","3,3","10,60",0
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,TG Allgäu,"Krapp, Kilian","4,1","11,85",4
30.09.2023,TG Allgäu - KTV Hohenlohe,Reck,KTV Hohenlohe,"Bortt, Silas","2,5","10,75",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Allgäu,"Zurlini, Umberto","5,3","12,90",3
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Ruchti, Finn","4,1","12,05",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Allgäu,"Eberle, Stephan","3,9","11,65",2
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"von Kirn, Julian","4,5","11,20",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Allgäu,"Urbin, Michael","3,9","11,80",3
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Mittmann, Moritz","3,3","11,10",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Allgäu,"Krapp, Kilian","0,9","0,40",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Drechsel, Manuel","4,4","12,35",10
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Allgäu,"Eisenring, Linus","4,0","10,75",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Kimmerle, Felix","3,1","10,90",1
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Allgäu,"Eberle, Stephan","3,7","10,30",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Schober, Pascal","3,2","10,35",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Allgäu,"Zurlini, Umberto","4,7","12,65",5
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Ruf, Elias","2,7","10,60",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Allgäu,"Wiedenmann, Marlon","3,0","10,55",5
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Mittmann, Moritz","2,8","6,75",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Allgäu,"Eberle, Maximilian","3,3","10,75",0
11.11.2023,TG Allgäu - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Drechsel, Manuel","3,4","11,30",3
